Core-index,Vocab-expression,Vocab-kana,Vocab-meaning,jlpt ,Vocab-pos
1667,お辞儀,おじぎ,bow,JLPT0,Verbal Noun
1703,寝坊,ねぼう,late riser; oversleeping,JLPT2,Verbal Noun
1930,旗,はた,flag; banner,JLPT2,Noun
1289,鉛筆,えんぴつ,pencil,JLPT4,Noun
1606,万年筆,まんねんひつ,fountain pen,JLPT4,Noun
1036,箱,はこ,box; case,JLPT4,Noun
1798,セロテープ,セロテープ,cellophane tape; Scotch tape; Sellotape,JLPT0,Noun
1405,下ろす,おろす,bring down; take down; pull down,JLPT0,Verb
1760,本箱,ほんばこ,bookcase,JLPT0,Noun
1336,ビニール,ビニール,plastic bag,JLPT2,Noun
1409,手袋,てぶくろ,gloves,JLPT3,Noun
1805,袋,ふくろ,bag; sack,JLPT2,Noun
905,落とす,おとす,drop; omit,JLPT0,Verb
1166,拾う,ひろう,pick up; find,JLPT3,Verb
1250,ポケット,ポケット,pocket,JLPT4,Noun
1263,財布,さいふ,purse; wallet,JLPT3,Noun
1347,柔らかい,やわらかい,soft,JLPT3,Adjective
1421,毛布,もうふ,blanket,JLPT2,Noun
1501,押し入れ,おしいれ,closet,JLPT3,Noun
1584,引き出し,ひきだし,drawer; withdrawal,JLPT3,Noun
1699,中,なか,inside; middle,JLPT4,Noun
1741,レシート,レシート,receipt,JLPT0,Noun
1813,アイスコーヒー,アイスコーヒー,iced coffee,JLPT0,Noun
1326,小包,こづつみ,parcel; package,JLPT2,Noun
1749,包む,つつむ,wrap; pack,JLPT3,Verb
922,飾る,かざる,decorate; exhibit,JLPT3,Verb
1425,手帳,てちょう,pocketbook; memo,JLPT2,Noun
1519,電話帳,でんわちょう,telephone book,JLPT0,Noun
1203,牛乳,ぎゅうにゅう,milk,JLPT2,Noun
958,玄関,げんかん,entrance; door,JLPT4,Noun
1521,ベル,ベル,bell,JLPT3,Noun
1809,眼鏡,めがね,glasses; judgment,JLPT4,Noun
753,患者,かんじゃ,patient,JLPT2,Noun
1012,赤ちゃん,あかちゃん,baby,JLPT0,Noun
1920,眠い,ねむい,sleepy,JLPT3,Adjective
1921,眠る,ねむる,sleep,JLPT3,Verb
853,大きさ,おおきさ,size; dimensions,JLPT0,Noun
1330,封筒,ふうとう,envelope,JLPT4,Noun
814,壁,かべ,wall; partition,JLPT3,Noun
1365,鍵,かぎ,key; lock,JLPT2,Noun
1367,出掛ける,でかける,go out; be about to go out,JLPT2,Verb
1457,用事,ようじ,things to do; errand; business,JLPT3,Noun
1625,掛かる,かかる,hang; splash; require,JLPT2,Verb
1712,掛け算,かけざん,multiplication,JLPT2,Verbal Noun
1926,拍手,はくしゅ,applause; clapping,JLPT2,Verbal Noun
1087,トイレ,トイレ,toilet,JLPT4,Noun
1220,掃除,そうじ,cleaning,JLPT4,Verbal Noun
1876,掃除機,そうじき,vacuum cleaner,JLPT0,Noun
1064,握る,にぎる,grasp; make hand-rolled sushi balls,JLPT2,Verb
1251,握手,あくしゅ,handshake; handshaking,JLPT2,Verbal Noun
949,迎える,むかえる,welcome; go out to meet; invite,JLPT3,Verb
1728,お巡りさん,おまわりさん,policeman,JLPT0,Noun
1116,カラー,カラー,color,JLPT2,Noun
1371,幾つ,いくつ,how many; how old,JLPT2,Noun
872,移す,うつす,move; shift; transfer,JLPT2,Verb
1320,いつか,いつか,some time; some day,JLPT0,Adverb
489,力,ちから,strength; power,JLPT3,Noun
659,批判,ひはん,criticism; comment,JLPT2,Verbal Noun
1517,冗談,じょうだん,joke,JLPT2,Noun
1227,寂しい,さびしい,lonely; desolate; sad,JLPT3,Adjective
1384,丁寧,ていねい,polite; courteous; careful,JLPT3,Adjectival Noun
563,後,のち,after; afterwards,JLPT2,Noun
1418,可哀相,かわいそう,poor; pitiable,JLPT0,Adjectival Noun
546,事故,じこ,accident; incident,JLPT3,Noun
1775,怪我,けが,injury,JLPT2,Verbal Noun
1937,ひざ,ひざ,knee,JLPT0,Noun
1938,ひじ,ひじ,elbow,JLPT0,Noun
1234,我慢,がまん,patience; self-restraint,JLPT2,Verbal Noun
1356,幼稚園,ようちえん,kindergarten,JLPT2,Noun
935,太陽,たいよう,sun,JLPT2,Noun
1185,隠れる,かくれる,hide; disappear,JLPT2,Verb
1683,日陰,ひかげ,the shade,JLPT2,Noun
1285,随分,ずいぶん,extremely; considerably,JLPT2,Adverb
899,犬,いぬ,dog,JLPT2,Noun
976,試験,しけん,test; examination,JLPT3,Verbal Noun
1173,頑張る,がんばる,persist; be tenacious,JLPT2,Verb
427,頃,ころ,time,JLPT2,Noun
730,かつて,かつて,once; formerly,JLPT1,Adverb
1612,大抵,たいてい,generally; mostly,JLPT2,Adverb
1856,この頃,このごろ,now; these days; recently,JLPT0,Noun
1570,消防署,しょうぼうしょ,fire station,JLPT2,Noun
1081,尋ねる,たずねる,inquire; search for,JLPT2,Verb
1923,パーセント,パーセント,percent,JLPT2,Noun
1990,絶対に,ぜったいに,absolutely; unconditionally,JLPT0,Adverb
1772,缶詰,かんづめ,canned goods; cooping-up,JLPT2,Noun
1842,缶,かん,can; tin,JLPT2,Noun
1372,腐る,くさる,rot; corrode,JLPT2,Verb
1532,豆腐,とうふ,tofu,JLPT0,Noun
1645,床,ゆか,floor,JLPT2,Noun
1656,床屋,とこや,barber; barbershop,JLPT2,Noun
1781,掃く,はく,sweep; brush,JLPT2,Verb
1221,畳,たたみ,tatami; mat,JLPT3,Noun
1679,畳む,たたむ,fold; shut,JLPT2,Verb
1454,布団,ふとん,futon; bedquilt,JLPT3,Noun
1522,干す,ほす,dry; desiccate,JLPT2,Verb
585,目立つ,めだつ,stand out; be conspicuous,JLPT2,Verb
1287,帽子,ぼうし,cap; hat,JLPT4,Noun
1838,被る,かぶる,wear; put on,JLPT2,Verb
1187,是非,ぜひ,by all means; at any cost,JLPT2,Adverb
1217,敬語,けいご,honorific language; polite speech,JLPT2,Noun
1131,敷く,しく,lay; spread,JLPT2,Verb
926,馬,うま,horse,JLPT2,Noun
1839,雷,かみなり,thunder; lightning,JLPT2,Noun
1985,零,れい,zero; naught,JLPT4,Noun
1866,仕舞う,しまう,put away,JLPT0,Verb
1213,踊る,おどる,dance,JLPT3,Verb
1297,踊り,おどり,dance; dancing,JLPT3,Noun
1062,踏む,ふむ,step on; tread on,JLPT3,Verb
1487,踏切,ふみきり,railroad crossing,JLPT2,Noun
1199,蹴る,ける,kick,JLPT2,Verb
1046,食堂,しょくどう,dining hall; restaurant,JLPT4,Noun
1040,生む,うむ,have children,JLPT0,Verb
1184,猫,ねこ,cat; feline,JLPT2,Noun
1396,毛,け,hair; wool,JLPT2,Noun
584,文章,ぶんしょう,writing; prose,JLPT2,Noun
682,程度,ていど,degree; extent,JLPT2,Noun
1733,歯,は,tooth; cog,JLPT4,Noun
1055,散歩,さんぽ,walk; stroll,JLPT4,Verbal Noun
1229,尊敬,そんけい,respect; esteem; honor,JLPT2,Verbal Noun
1339,お祖父さん,おじいさん,grandfather,JLPT0,Noun
1413,折る,おる,break off; fold; bend,JLPT2,Verb
1659,早起き,はやおき,early rising,JLPT0,Verbal Noun
1660,冬休み,ふゆやすみ,winter vacation,JLPT0,Noun
1827,お祖母さん,おばあさん,grandmother,JLPT0,Noun
1870,丈夫,じょうぶ,healthy; stout,JLPT4,Adjectival Noun
1879,祖父,そふ,grandfather,JLPT3,Noun
1881,祖母,そぼ,grandmother,JLPT3,Noun
1218,欠席,けっせき,absence; nonattendance,JLPT2,Verbal Noun
1505,邪魔,じゃま,disturbing,JLPT2,Adjectival Noun
1581,治す,なおす,cure; heal,JLPT2,Verb
1834,風邪薬,かぜぐすり,remedy for a cold,JLPT0,Noun
1499,沸く,わく,boil; be excited,JLPT3,Verb
1555,転ぶ,ころぶ,tumble down; fall over,JLPT2,Verb
1806,風呂屋,ふろや,bathhouse; public bath,JLPT0,Noun
1917,ぬるい,ぬるい,tepid; lukewarm,JLPT0,Adjective
1950,風呂,ふろ,bath,JLPT2,Noun
1973,湯,ゆ,hot water; hot bath; bathhouse,JLPT3,Noun
485,昭和,しょうわ,Showa era,JLPT0,Noun
1966,紫,むらさき,purple,JLPT2,Noun
1480,レモン,レモン,lemon,JLPT0,Noun
1504,紅茶,こうちゃ,black tea,JLPT2,Noun
1476,梅雨,つゆ,rainy season,JLPT2,Noun
1723,桃,もも,peach; peach tree,JLPT0,Noun
1180,遭う,あう,meet with; encounter,JLPT2,Verb
1959,枕,まくら,pillow,JLPT2,Noun
1411,嘘,うそ,lie,JLPT2,Noun
1490,怒る,おこる,get angry; scold,JLPT3,Verb
1412,遠慮,えんりょ,reserve; hesitation; forethought,JLPT3,Verbal Noun
1865,叱る,しかる,scold; tell off; reprimand,JLPT2,Verb
1366,傘,かさ,umbrella; parasol,JLPT4,Noun
1423,お嬢さん,おじょうさん,young lady; your daughter,JLPT3,Noun
1452,年賀状,ねんがじょう,New Year's card,JLPT0,Noun
1911,賑やか,にぎやか,lively; exciting,JLPT2,Adjectival Noun
1524,蚊,か,mosquito,JLPT2,Noun
1944,拭く,ふく,wipe; dry,JLPT2,Verb
533,会長,かいちょう,president; chairperson,JLPT0,Noun
1079,挨拶,あいさつ,greet; greeting,JLPT2,Verbal Noun
582,伴う,ともなう,accompany; go with,JLPT1,Verb
1073,巻く,まく,roll up; wind; wrap,JLPT2,Verb
877,着く,つく,arrive; make contact; settle,JLPT4,Verb
1301,引っ越す,ひっこす,move; change quarters,JLPT3,Verb
1596,おば,おば,aunt,JLPT0,Noun
1984,両親,りょうしん,parents,JLPT4,Noun
794,合う,あう,fit,JLPT3,Verb
943,穴,あな,hole; cavity,JLPT2,Noun
1031,デパート,デパート,department store; department,JLPT4,Noun
1049,靴,くつ,shoes; boots,JLPT4,Noun
1127,付く,つく,attach itself to; be connected with; come in contact with,JLPT2,Verb
1269,気に入る,きにいる,like; be pleased with,JLPT2,Verb
1451,脱ぐ,ぬぐ,remove clothes; take off,JLPT4,Verb
1528,靴下,くつした,socks; stockings,JLPT4,Noun
1765,幾ら,いくら,how much,JLPT2,Noun
1811,汚れ,よごれ,dirt; filth,JLPT1,Noun
1940,ひも,ひも,laces; string; rope,JLPT0,Noun
1310,磨く,みがく,polish; grind,JLPT4,Verb
1658,歯磨き,はみがき,toothpaste; brushing one's teeth,JLPT2,Noun
1083,廊下,ろうか,hallway; corridor,JLPT2,Noun
903,ガラス,ガラス,glass,JLPT3,Noun
1943,瓶,びん,bottle; flask,JLPT2,Noun
1759,褒める,ほめる,praise; commend,JLPT2,Verb
1843,元旦,がんたん,New Year's Day,JLPT0,Noun
1121,池,いけ,pond,JLPT4,Noun
1877,袖,そで,sleeve,JLPT2,Noun
1907,長袖,ながそで,clothes with long sleeves,JLPT0,Noun
1932,半袖,はんそで,short-sleeved shirt,JLPT0,Noun
1632,馬鹿,ばか,fool; nonsense,JLPT2,Adjectival Noun
1154,凄い,すごい,wonderful; great; incredible,JLPT0,Adjective
1883,剃る,そる,shave,JLPT2,Verb
1195,ひどい,ひどい,cruel; severe,JLPT3,Adjective
1852,喧嘩,けんか,fight; quarrel; argument,JLPT2,Verbal Noun
1729,からから,からから,thirsty; dry,JLPT0,Adjective
1082,叩く,たたく,tap; hit,JLPT2,Verb
1322,噛む,かむ,bite; chew,JLPT2,Verb
1508,足す,たす,add; supplement,JLPT3,Verb
1619,味噌汁,みそしる,miso soup,JLPT0,Noun
1967,姪,めい,niece,JLPT2,Noun
1649,苺,いちご,strawberry,JLPT0,Noun
1908,茄子,なす,eggplant,JLPT0,Noun
983,逢う,あう,meet,JLPT0,Verb
1295,椅子,いす,chair,JLPT2,Noun
1836,形,かたち,shape; form,JLPT3,Noun
1971,痩せる,やせる,lose weight; become thin,JLPT2,Verb
1582,箸,はし,chopsticks,JLPT2,Noun
1615,糊,のり,glue; starch,JLPT2,Noun
1871,醤油,しょうゆ,soy sauce,JLPT2,Noun
1704,鋏,はさみ,scissors; pincers; tongs,JLPT0,Noun
1837,鞄,かばん,bag; handbag; briefcase,JLPT0,Noun
1815,顎,あご,jaw; chin,JLPT1,Noun
1726,飴,あめ,candy; sweets,JLPT2,Noun
1874,石鹸,せっけん,soap,JLPT2,Noun
4789,なるほど,なるほど,I see; really,JLPT3,Adverb
5861,ヒント,ヒント,hint; clue,JLPT1,Noun
3491,おやつ,おやつ,snack; refreshment,JLPT2,Noun
3660,今に,いまに,before long; someday,JLPT2,Adverb
4790,バイト,バイト,part-time job,JLPT0,Verbal Noun
5932,もうけ,もうけ,profits; earnings,JLPT0,Noun
4589,わざわざ,わざわざ,go to a lot of trouble,JLPT1,Adverb
5945,やって来る,やってくる,come; turn up,JLPT0,Verb
3801,せっかく,せっかく,with much trouble; specially,JLPT0,Adverb
5985,ばからしい,ばからしい,stupid; useless,JLPT2,Adjective
4722,ダム,ダム,dam,JLPT2,Noun
5387,ボリューム,ボリューム,volume,JLPT0,Noun
5718,大,だい,bigness; large size,JLPT2,Noun
3606,ずるい,ずるい,cunning; sneaky,JLPT0,Adjective
3628,ずうずうしい,ずうずうしい,cheeky; impudent,JLPT2,Adjective
3858,大人,おとな,adult,JLPT4,Adjective
4185,メンバー,メンバー,member,JLPT2,Noun
5674,何て,なんて,what; how,JLPT0,Adverb
5959,よす,よす,quit; stop,JLPT0,Verb
2490,コンクリート,コンクリート,concrete,JLPT2,Noun
5532,大金,たいきん,large sum of money,JLPT1,Noun
4607,ボーナス,ボーナス,bonus,JLPT2,Noun
5327,日の出,ひので,sunrise,JLPT2,Noun
5017,外れる,はずれる,come off,JLPT2,Verb
5550,外れ,はずれ,blank,JLPT0,Noun
5359,本日,ほんじつ,today,JLPT0,Noun
5627,一休み,ひとやすみ,rest,JLPT2,Verbal Noun
5989,なぜか,なぜか,for some reason,JLPT0,Adverb
5763,つぶる,つぶる,close,JLPT1,Verb
5717,ぞんざい,ぞんざい,rough; rude,JLPT1,Adjective
3951,しびれる,しびれる,become numb; get pins and needles,JLPT2,Verb
5533,たこ,たこ,octopus,JLPT0,Noun
5515,ビタミン,ビタミン,vitamin,JLPT2,Noun
5766,つまずく,つまずく,stumble; trip,JLPT2,Verb
5765,つぼみ,つぼみ,bud,JLPT0,Noun
3586,うろうろ,うろうろ,wander,JLPT2,Adverb
3966,女子,じょし,woman; girl,JLPT2,Noun
3137,あんまり,あんまり,(not) that much; (not) so much,JLPT2,Adverb
3051,ジョギング,ジョギング,jogging,JLPT0,Verbal Noun
3315,えび,えび,lobster; shrimp,JLPT0,Noun
2497,コンサート,コンサート,concert,JLPT3,Noun
5513,ビーチ,ビーチ,beach,JLPT0,Noun
4950,出来上がる,できあがる,be completed; be finished,JLPT2,Verb
3170,カーブ,カーブ,curve; bend,JLPT2,Verbal Noun
2485,スタート,スタート,start; begin,JLPT2,Verbal Noun
4604,どうやら,どうやら,seems; looks like,JLPT1,Adverb
5992,にわかに,にわかに,rapidly,JLPT0,Adverb
3932,昨日,さくじつ,yesterday,JLPT0,Noun
5352,ひとりでに,ひとりでに,automatically; by oneself,JLPT2,Adverb
4214,本人,ほんにん,the person himself; the said person,JLPT2,Noun
5088,メロディー,メロディー,melody,JLPT1,Noun
5168,ママ,ママ,mommy; mummy,JLPT2,Noun
5944,安っぽい,やすっぽい,cheap; tacky,JLPT1,Adjective
2370,気分,きぶん,feeling; mood,JLPT3,Noun
3804,開き,あき,gap; vacancy,JLPT0,Noun
5628,日の入り,ひのいり,sunset,JLPT2,Noun
4676,半年,はんとし,half a year,JLPT0,Noun
5845,はれる,はれる,swell; swell up,JLPT0,Verb
2862,明ける,あける,to dawn,JLPT2,Verb
3484,いつのまにか,いつのまにか,before it is noticed,JLPT2,Adverb
5953,夜,よ,night; evening,JLPT2,Noun
5722,七夕,たなばた,Tanabata Festival; Star Festival,JLPT0,Noun
3538,外食,がいしょく,eating out; dining out,JLPT0,Verbal Noun
3705,おにぎり,おにぎり,rice ball,JLPT0,Noun
4914,よそ,よそ,somewhere else,JLPT0,Noun
5081,ちゃんと,ちゃんと,regularly; properly,JLPT2,Adverb
5538,デザート,デザート,dessert,JLPT1,Noun
5793,とんかつ,とんかつ,pork cutlet,JLPT0,Noun
5693,飯,めし,cooked rice; meal,JLPT2,Noun
2982,コーナー,コーナー,corner,JLPT1,Noun
5443,バーゲン,バーゲン,bargain sale,JLPT0,Noun
5730,たんす,たんす,chest of drawers; wardrobe,JLPT2,Noun
3532,天の川,あまのがわ,Milky Way,JLPT0,Noun
3762,じろじろ,じろじろ,stare,JLPT0,Adverb
4124,ようやく,ようやく,at last; at length,JLPT0,Adverb
4648,前方,ぜんぽう,front,JLPT0,Noun
4741,見上げる,みあげる,look up,JLPT2,Verb
4851,夜空,よぞら,night sky,JLPT0,Noun
5053,花火,はなび,fireworks; firecrackers,JLPT2,Noun
5150,見本,みほん,sample; model,JLPT2,Noun
5486,三日月,みかづき,new moon; crescent moon,JLPT2,Noun
5521,見晴らし,みはらし,view; outlook,JLPT1,Noun
5600,よる,よる,be caused by,JLPT0,Verb
3071,あっさり,あっさり,plainly; matter-of-factly,JLPT1,Adverb
3167,うるさい,うるさい,noisy; bothersome,JLPT3,Adjective
3192,今ごろ,いまごろ,about this time,JLPT0,Noun
2248,シリーズ,シリーズ,series,JLPT2,Noun
5756,つながり,つながり,connection; relation,JLPT0,Noun
2996,漢語,かんご,Chinese-character compounds,JLPT1,Noun
3733,後書き,あとがき,postscript; afterword,JLPT0,Noun
5640,見覚え,みおぼえ,recognition; remembrance,JLPT0,Noun
5643,目覚まし,めざまし,waking up,JLPT0,Noun
4149,話し合い,はなしあい,talk; discussion,JLPT0,Noun
4882,どうせ,どうせ,anyway,JLPT2,Adverb
5452,間に合わせる,まにあわせる,make do,JLPT0,Verb
3580,週休,しゅうきゅう,weekend,JLPT0,Noun
4608,満ちる,みちる,be filled; expire,JLPT2,Verb
4821,満員,まんいん,full to capacity,JLPT2,Noun
5485,満月,まんげつ,full moon,JLPT1,Noun
2408,一体,いったい,what on earth; what the…,JLPT2,Adverb
2463,事,こと,thing; incident,JLPT2,Noun
3523,サボる,サボる,blow off; play truant,JLPT1,Verb
5145,とんでもない,とんでもない,unthinkable; outrageous,JLPT2,Adjective
2540,出場,しゅつじょう,participation,JLPT2,Verbal Noun
2960,コンクール,コンクール,contest; competition,JLPT2,Noun
3717,きょろきょろ,きょろきょろ,look around,JLPT0,Adverb
3757,最中,さいちゅう,in the middle of; during,JLPT2,Noun
5757,つながる,つながる,connect; join,JLPT0,Verb
2735,ガソリン,ガソリン,gasoline,JLPT3,Noun
4900,ハンドル,ハンドル,steering wheel,JLPT2,Noun
5008,バック,バック,back,JLPT2,Verbal Noun
5128,ナンバー,ナンバー,number,JLPT2,Noun
5852,ひく,ひく,run over,JLPT0,Verb
3054,およそ,およそ,just about,JLPT2,Adverb
5451,交ぜる,まぜる,include,JLPT2,Verb
3252,おっしゃる,おっしゃる,say,JLPT3,Verb
3679,客間,きゃくま,guest room; parlor,JLPT2,Noun
4038,見通し,みとおし,perspective; prospect,JLPT1,Noun
3254,下水,げすい,sewerage; drainage,JLPT2,Noun
4569,通行,つうこう,passage; traffic,JLPT2,Noun
4771,たまたま,たまたま,by chance; accidentally,JLPT0,Adverb
5777,でこぼこ,でこぼこ,unevenness; bumpiness,JLPT0,Verbal Noun
4314,東西,とうざい,east and west,JLPT2,Noun
5536,地下道,ちかどう,underpass; underground passage,JLPT0,Noun
5733,地下,ちか,underground,JLPT2,Noun
3825,行き止まり,いきどまり,dead end,JLPT0,Noun
4217,やがて,やがて,soon; before long,JLPT2,Adverb
5425,ふざける,ふざける,mess around; fool around,JLPT2,Verb
5745,通行止め,つうこうどめ,road closed,JLPT0,Noun
3721,くたびれる,くたびれる,get tired; be worn out,JLPT2,Verb
3787,くたくた,くたくた,exhausted,JLPT0,Adjective
4171,地上,ちじょう,above ground,JLPT0,Noun
5621,のろのろ,のろのろ,slowly; easy,JLPT2,Adverb
5051,二度と,にどと,never again,JLPT0,Adverb
5454,もしかすると,もしかすると,possibly; perhaps,JLPT2,Adverb
5688,毎度,まいど,every time; always,JLPT2,Noun
4429,ハード,ハード,hard,JLPT0,Adjective
5342,近道,ちかみち,shortcut,JLPT0,Noun
5774,手足,てあし,hands and feet; limbs,JLPT0,Noun
3278,上達,じょうたつ,progress; proficiency,JLPT2,Verbal Noun
2842,四方,しほう,all directions; far and wide,JLPT0,Noun
4413,南北,なんぼく,north and south,JLPT2,Noun
4458,全力,ぜんりょく,all one's might; full capacity,JLPT2,Noun
3631,アルファベット,アルファベット,alphabet,JLPT0,Noun
2708,出国,しゅっこく,departure; emigration,JLPT0,Verbal Noun
2726,国土,こくど,country; territory,JLPT0,Noun
2805,国語,こくご,national language; Japanese,JLPT2,Noun
2904,国交,こっこう,diplomatic relations; national friendship,JLPT1,Noun
4100,通じる,つうじる,pass; communicate with,JLPT2,Verb
5913,交わる,まじわる,cross,JLPT1,Verb
4303,世の中,よのなか,the world; society,JLPT2,Noun
2617,最小,さいしょう,the smallest; minimum,JLPT0,Noun
5323,つなぐ,つなぐ,connect; join,JLPT0,Verb
5681,パンティー,パンティー,panties,JLPT0,Noun
2358,黒字,くろじ,the black; surplus,JLPT1,Noun
3411,赤字,あかじ,deficit; in the red,JLPT1,Noun
5951,ゆでる,ゆでる,boil,JLPT2,Verb
3589,おまけ,おまけ,free gift,JLPT1,Verbal Noun
3802,空き,あき,vacancy; free time,JLPT2,Noun
4518,ムード,ムード,mood,JLPT1,Noun
5637,ほこり,ほこり,dust,JLPT0,Noun
5896,末,まつ,last part; end,JLPT1,Noun
4576,手間,てま,trouble; time,JLPT2,Noun
2367,見解,けんかい,opinion; view,JLPT2,Noun
4040,理解,りかい,understanding; comprehension,JLPT2,Verbal Noun
3820,有りのまま,ありのまま,as it is; unchanged,JLPT0,Adjectival Noun
5045,有料,ゆうりょう,fee-charging; pay,JLPT2,Noun
4284,無理,むり,impossibility,JLPT3,Noun
4747,何より,なにより,above all; before everything else,JLPT0,Noun
5922,無茶,むちゃ,reckless; excessive,JLPT1,Adjectival Noun
5577,作り話,つくりばなし,fable; fiction,JLPT0,Noun
4138,電力,でんりょく,electric power; electricity,JLPT2,Noun
5829,はかり,はかり,scales,JLPT0,Noun
3503,シューズ,シューズ,shoes; sports shoes,JLPT0,Noun
3624,私用,しよう,private business; private use,JLPT1,Noun
4507,用,よう,things to do,JLPT3,Noun
3151,会費,かいひ,fee; membership fee,JLPT0,Noun
3324,食費,しょくひ,food expenses; board,JLPT0,Noun
2095,消費,しょうひ,consumption; spending,JLPT2,Verbal Noun
2928,消火,しょうか,fire fighting,JLPT0,Verbal Noun
3613,うっかり,うっかり,carelessly; accidentally,JLPT2,Adverb
2881,開店,かいてん,opening of a store; setting up,JLPT0,Verbal Noun
4946,安売り,やすうり,sale,JLPT0,Verbal Noun
5135,閉店,へいてん,shop closing,JLPT0,Verbal Noun
5889,本店,ほんてん,head office,JLPT0,Noun
2654,商店,しょうてん,shop; store,JLPT2,Noun
2347,食品,しょくひん,food; foodstuff,JLPT2,Noun
3504,上品,じょうひん,elegance; refinement,JLPT2,Adjectival Noun
3803,小売店,こうりてん,retail store; outlet,JLPT0,Noun
5613,出来上がり,できあがり,completion; finish,JLPT2,Noun
5952,世,よ,world; public;,JLPT1,Noun
5727,段,だん,step; grade,JLPT2,Noun
4313,値上がり,ねあがり,price rise,JLPT0,Verbal Noun
4585,値下がり,ねさがり,fall in price,JLPT0,Verbal Noun
4684,値下げ,ねさげ,price reduction,JLPT0,Verbal Noun
2341,価値,かち,value; merit,JLPT2,Noun
5123,ダイヤモンド,ダイヤモンド,diamond,JLPT2,Noun
3875,格好,かっこう,shape; appearance,JLPT2,Verbal Noun
5573,だらしない,だらしない,slovenly; untidy,JLPT2,Adjective
3836,うきうき,うきうき,feel excited,JLPT0,Adverb
3835,うがい,うがい,gargling,JLPT2,Verbal Noun
3307,寒気,さむけ,chill,JLPT1,Noun
3921,こたつ,こたつ,kotatsu; heated table with a coverlet,JLPT1,Noun
3810,暖か,あたたか,warm; warmhearted,JLPT0,Adjective
5588,ぽかぽか,ぽかぽか,pleasantly warm,JLPT0,Adverb
4432,マイナス,マイナス,minus; below zero,JLPT2,Verbal Noun
5029,体温,たいおん,body temperature,JLPT2,Noun
5993,ぴたりと,ぴたりと,suddenly,JLPT0,Adverb
4051,報道,ほうどう,news; report,JLPT1,Verbal Noun
4996,マネー,マネー,money; finance,JLPT0,Noun
2237,広告,こうこく,public notice; advertisement,JLPT2,Verbal Noun
2454,売り出す,うりだす,put on sale,JLPT1,Verb
2732,新聞社,しんぶんしゃ,newspaper office,JLPT3,Noun
2861,書店,しょてん,bookstore,JLPT2,Noun
4133,広げる,ひろげる,spread; unfold,JLPT2,Verb
5625,ぴかぴか,ぴかぴか,new; shiny,JLPT2,Adverb
4526,中古,ちゅうこ,secondhand goods,JLPT2,Noun
3175,聞かす,きかす,tell; read aloud,JLPT0,Verb
4918,ディスコ,ディスコ,disco,JLPT0,Noun
5320,飲み水,のみみず,drinking water,JLPT0,Noun
2849,内,うち,inside,JLPT2,Noun
5528,用心,ようじん,care; caution,JLPT2,Verbal Noun
4605,ふと,ふと,suddenly; unexpectedly,JLPT2,Adverb
4881,つくづく,つくづく,truly; deeply,JLPT1,Adverb
2655,いつまでも,いつまでも,forever,JLPT2,Adverb
5248,忘年会,ぼうねんかい,year-end party,JLPT0,Noun
3879,上,かみ,superiors; people in authority,JLPT2,Noun
5201,使い道,つかいみち,use; application,JLPT1,Noun
2170,決して,けっして,never; by no means,JLPT3,Adverb
2796,決心,けっしん,determination; resolve,JLPT2,Verbal Noun
2680,知り合う,しりあう,get acquainted with,JLPT0,Verb
2777,知れる,しれる,become known; be found out,JLPT0,Verb
2984,知らせ,しらせ,information; notice,JLPT2,Noun
3004,ウサギ,ウサギ,rabbit; hare,JLPT0,Noun
3923,ことわざ,ことわざ,proverb; common saying,JLPT0,Noun
5083,情けない,なさけない,pitiful; shameful,JLPT0,Adjective
5124,知能,ちのう,intelligence; mental capacity,JLPT2,Noun
5461,能,のう,noh play,JLPT2,Noun
4206,不足,ふそく,insufficiency; lack,JLPT2,Verbal Noun
4315,不可能,ふかのう,impossible,JLPT0,Adjectival Noun
2390,交通,こうつう,traffic; transportation,JLPT3,Verbal Noun
3697,小便,しょうべん,urine; pee,JLPT2,Verbal Noun
4694,手前,てまえ,in front,JLPT2,Noun
2704,駅前,えきまえ,in front of the station,JLPT0,Noun
3284,大家,おおや,landlord,JLPT2,Noun
5815,ねずみ,ねずみ,rat; mouse,JLPT0,Noun
3366,人名,じんめい,personal name; name,JLPT0,Noun
3916,国名,こくめい,country name,JLPT0,Noun
4820,間近,まぢか,nearby; close at hand,JLPT0,Adjectival Noun
4990,地名,ちめい,place name,JLPT2,Noun
5963,来日,らいにち,coming to Japan,JLPT2,Verbal Noun
2739,カット,かっと,cut,JLPT1,Verbal Noun
4877,北東,ほくとう,northeast,JLPT0,Noun
4965,人情,にんじょう,human feelings; humanity,JLPT0,Noun
2480,区,く,ward,JLPT0,Noun
2936,住まい,すまい,dwelling; residence,JLPT2,Noun
2120,合わせる,あわせる,adjust; match,JLPT2,Verb
5208,日帰り,ひがえり,a day trip,JLPT2,Verbal Noun
5762,都,みやこ,capital; city,JLPT2,Noun
3534,いらっしゃる,いらっしゃる,come; go,JLPT3,Verb
5363,目方,めかた,weight,JLPT1,Noun
2247,すっかり,すっかり,all; completely,JLPT3,Adverb
2486,セット,セット,set,JLPT2,Verbal Noun
2696,車内,しゃない,inside a vehicle,JLPT0,Noun
4225,物価,ぶっか,prices,JLPT2,Noun
4443,無料,むりょう,no charge; free,JLPT2,Noun
4512,本物,ほんもの,real thing; genuine article,JLPT2,Noun
5154,ロッカー,ロッカー,locker,JLPT2,Noun
